Vehicle [frontAxleOnA=98186, rearAxleOnA=98333, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=35632101, rearAxleOnA=35632296, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35678731, rearAxleOnA=35678858, frontAxleOnB=35678733, rearAxleOnB=35678861, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35712175, rearAxleOnA=35712302, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35712517, rearAxleOnA=35712630, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35730508, rearAxleOnA=35730657, frontAxleOnB=35730511, rearAxleOnB=35730659, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35732821, rearAxleOnA=35732975, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35754139, rearAxleOnA=35754282, frontAxleOnB=35754142, rearAxleOnB=35754285, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35760188, rearAxleOnA=35760345, frontAxleOnB=35760191, rearAxleOnB=35760348, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35763209, rearAxleOnA=35763342, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35839327, rearAxleOnA=35839457, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35847035, rearAxleOnA=35847178, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35861833, rearAxleOnA=35861973, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35953417, rearAxleOnA=35953575, frontAxleOnB=35953420, rearAxleOnB=35953578, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=35988055, rearAxleOnA=35988178, frontAxleOnB=35988057, rearAxleOnB=35988181, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36006882, rearAxleOnA=36007043, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36014292, rearAxleOnA=36014447, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36060030, rearAxleOnA=36060157, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36111059, rearAxleOnA=36111194, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36133920, rearAxleOnA=36134097, frontAxleOnB=36133923, rearAxleOnB=36134100, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36143498, rearAxleOnA=36143636, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36153432, rearAxleOnA=36153562, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36153762, rearAxleOnA=36153867, frontAxleOnB=36153764, rearAxleOnB=36153869, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36176302, rearAxleOnA=36176464, frontAxleOnB=36176305, rearAxleOnB=36176468, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36187813, rearAxleOnA=36187953, frontAxleOnB=36187816, rearAxleOnB=36187956, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36196035, rearAxleOnA=36196185, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36230438, rearAxleOnA=36230567, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36232452, rearAxleOnA=36232605, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36233724, rearAxleOnA=36233865, frontAxleOnB=36233726, rearAxleOnB=36233868, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36258754, rearAxleOnA=36258883, frontAxleOnB=36258756, rearAxleOnB=36258886, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36262809, rearAxleOnA=36262985, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36293251, rearAxleOnA=36293374, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36298090, rearAxleOnA=36298234, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36298850, rearAxleOnA=36298979, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36316023, rearAxleOnA=36316126, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36320789, rearAxleOnA=36320925, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36354214, rearAxleOnA=36354391, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36362052, rearAxleOnA=36362230, frontAxleOnB=36362055, rearAxleOnB=36362234, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36379574, rearAxleOnA=36379685, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36402139, rearAxleOnA=36402318, frontAxleOnB=36402143, rearAxleOnB=36402322, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36434631, rearAxleOnA=36434767, frontAxleOnB=36434634, rearAxleOnB=36434770, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36437672, rearAxleOnA=36437798, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36476037, rearAxleOnA=36476152, frontAxleOnB=36476040, rearAxleOnB=36476154, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36476831, rearAxleOnA=36476969, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36512759, rearAxleOnA=36512916, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36541472, rearAxleOnA=36541600, frontAxleOnB=36541474, rearAxleOnB=36541602, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36546776, rearAxleOnA=36546916, frontAxleOnB=36546779, rearAxleOnB=36546919, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36555304, rearAxleOnA=36555455, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36569154, rearAxleOnA=36569264, frontAxleOnB=36569156, rearAxleOnB=36569267, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36605591, rearAxleOnA=36605742, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36613478, rearAxleOnA=36613626, frontAxleOnB=36613481, rearAxleOnB=36613629, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36615032, rearAxleOnA=36615166, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36620643, rearAxleOnA=36620781, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36633278, rearAxleOnA=36633392, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36637236, rearAxleOnA=36637352, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36644545, rearAxleOnA=36644715, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36644915, rearAxleOnA=36645055, frontAxleOnB=36644917, rearAxleOnB=36645058, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36649928, rearAxleOnA=36650067, frontAxleOnB=36649931, rearAxleOnB=36650070, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36666688, rearAxleOnA=36666833, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36673577, rearAxleOnA=36673721, frontAxleOnB=36673580, rearAxleOnB=36673724, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36676864, rearAxleOnA=36677031, frontAxleOnB=36676867, rearAxleOnB=36677034, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36685154, rearAxleOnA=36685293, frontAxleOnB=36685157, rearAxleOnB=36685296, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36775519, rearAxleOnA=36775647, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36777627, rearAxleOnA=36777755, frontAxleOnB=36777629, rearAxleOnB=36777758, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36790888, rearAxleOnA=36791049, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36816471, rearAxleOnA=36816617, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36819899, rearAxleOnA=36820036, frontAxleOnB=36819902, rearAxleOnB=36820039, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36850425, rearAxleOnA=36850606, frontAxleOnB=36850428, rearAxleOnB=36850609, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36943441, rearAxleOnA=36943577, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36988772, rearAxleOnA=36988931, frontAxleOnB=36988775, rearAxleOnB=36988934, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=36994780, rearAxleOnA=36994946, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37019504, rearAxleOnA=37019682, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37034039, rearAxleOnA=37034207, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37082519, rearAxleOnA=37082681, frontAxleOnB=37082522, rearAxleOnB=37082684, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37089156, rearAxleOnA=37089269, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37134238, rearAxleOnA=37134356, frontAxleOnB=37134241, rearAxleOnB=37134359, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37152068, rearAxleOnA=37152201, frontAxleOnB=37152071, rearAxleOnB=37152204, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37161856, rearAxleOnA=37162026, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37168693, rearAxleOnA=37168834, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37199090, rearAxleOnA=37199271, frontAxleOnB=37199094, rearAxleOnB=37199275, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37201449, rearAxleOnA=37201595, frontAxleOnB=37201452, rearAxleOnB=37201598, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37238328, rearAxleOnA=37238479, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37260130, rearAxleOnA=37260283, frontAxleOnB=37260133, rearAxleOnB=37260286, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37271166, rearAxleOnA=37271310, frontAxleOnB=37271169, rearAxleOnB=37271313, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37319783, rearAxleOnA=37319903, frontAxleOnB=37319785, rearAxleOnB=37319906, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37333553, rearAxleOnA=37333743, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37357045, rearAxleOnA=37357180, frontAxleOnB=37357048, rearAxleOnB=37357183, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37364560, rearAxleOnA=37364706, frontAxleOnB=37364563, rearAxleOnB=37364709, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37409856, rearAxleOnA=37409980, frontAxleOnB=37409859, rearAxleOnB=37409983, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37421493, rearAxleOnA=37421630, frontAxleOnB=37421496, rearAxleOnB=37421632, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37422233, rearAxleOnA=37422350, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37432418, rearAxleOnA=37432539, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37443127, rearAxleOnA=37443284, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37467520, rearAxleOnA=37467673, frontAxleOnB=37467523, rearAxleOnB=37467676, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37485136, rearAxleOnA=37485266, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37493704, rearAxleOnA=37493856, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37496219, rearAxleOnA=37496385, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37522252, rearAxleOnA=37522391, frontAxleOnB=37522255, rearAxleOnB=37522394, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37531116, rearAxleOnA=37531255, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37561760, rearAxleOnA=37561904, frontAxleOnB=37561763, rearAxleOnB=37561907, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37571497, rearAxleOnA=37571609, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37574777, rearAxleOnA=37574926, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37584110, rearAxleOnA=37584246, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37622780, rearAxleOnA=37622938, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37623502, rearAxleOnA=37623665, frontAxleOnB=37623505, rearAxleOnB=37623668, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37632792, rearAxleOnA=37632976, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37645771, rearAxleOnA=37645951, frontAxleOnB=37645775, rearAxleOnB=37645955, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37698273, rearAxleOnA=37698391, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37704379, rearAxleOnA=37704516, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37729618, rearAxleOnA=37729748, frontAxleOnB=37729620, rearAxleOnB=37729751, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37746882, rearAxleOnA=37747012, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37764625, rearAxleOnA=37764756, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37772887, rearAxleOnA=37773059, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37792292, rearAxleOnA=37792436, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37894034, rearAxleOnA=37894152, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37960092, rearAxleOnA=37960248, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37970622, rearAxleOnA=37970769, frontAxleOnB=37970625, rearAxleOnB=37970773, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37983427, rearAxleOnA=37983595, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=37995006, rearAxleOnA=37995155, frontAxleOnB=37995009, rearAxleOnB=37995158, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38000134, rearAxleOnA=38000267, frontAxleOnB=38000136, rearAxleOnB=38000269, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38016887, rearAxleOnA=38017029, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38075723, rearAxleOnA=38075876, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38076964, rearAxleOnA=38077092, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38112939, rearAxleOnA=38113070, frontAxleOnB=38112942, rearAxleOnB=38113073, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38114096, rearAxleOnA=38114256, frontAxleOnB=38114099, rearAxleOnB=38114259, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38115084, rearAxleOnA=38115212, frontAxleOnB=38115087, rearAxleOnB=38115215, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38124859, rearAxleOnA=38125004, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38163022, rearAxleOnA=38163189, frontAxleOnB=38163026, rearAxleOnB=38163193, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38190981, rearAxleOnA=38191133, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38205272, rearAxleOnA=38205445, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38214899, rearAxleOnA=38215054, frontAxleOnB=38214902, rearAxleOnB=38215057, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38216882, rearAxleOnA=38217011, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38226058, rearAxleOnA=38226235, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38234764, rearAxleOnA=38234892, frontAxleOnB=38234767, rearAxleOnB=38234894, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38257105, rearAxleOnA=38257285, frontAxleOnB=38257109, rearAxleOnB=38257289, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38264586, rearAxleOnA=38264723, frontAxleOnB=38264589, rearAxleOnB=38264726, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38305383, rearAxleOnA=38305532, frontAxleOnB=38305386, rearAxleOnB=38305535, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38320111, rearAxleOnA=38320245, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38332322, rearAxleOnA=38332453, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38338378, rearAxleOnA=38338535, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38388812, rearAxleOnA=38388968, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38439237, rearAxleOnA=38439371, frontAxleOnB=38439240, rearAxleOnB=38439373, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38450514, rearAxleOnA=38450679, frontAxleOnB=38450517, rearAxleOnB=38450682, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38492512, rearAxleOnA=38492655, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38495039, rearAxleOnA=38495188, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38522234, rearAxleOnA=38522367, frontAxleOnB=38522236, rearAxleOnB=38522370, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38522877, rearAxleOnA=38522984, frontAxleOnB=38522880, rearAxleOnB=38522986, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38527056, rearAxleOnA=38527233, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38557756, rearAxleOnA=38557935, frontAxleOnB=38557759, rearAxleOnB=38557938, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38564111, rearAxleOnA=38564245, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38564445, rearAxleOnA=38564585, frontAxleOnB=38564447, rearAxleOnB=38564588, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38573238, rearAxleOnA=38573373, frontAxleOnB=38573240, rearAxleOnB=38573376, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38593780, rearAxleOnA=38593888, frontAxleOnB=38593783, rearAxleOnB=38593890, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38634194, rearAxleOnA=38634345, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38650233, rearAxleOnA=38650337, frontAxleOnB=38650235, rearAxleOnB=38650340, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38665930, rearAxleOnA=38666051, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38682962, rearAxleOnA=38683084, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38684676, rearAxleOnA=38684799, frontAxleOnB=38684678, rearAxleOnB=38684802, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38716962, rearAxleOnA=38717110, frontAxleOnB=38716965, rearAxleOnB=38717113, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38731138, rearAxleOnA=38731293, frontAxleOnB=38731142, rearAxleOnB=38731297, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38772792, rearAxleOnA=38772972, frontAxleOnB=38772796, rearAxleOnB=38772976, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38784558, rearAxleOnA=38784711, frontAxleOnB=38784561, rearAxleOnB=38784714, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38809063, rearAxleOnA=38809187, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38830310, rearAxleOnA=38830461, frontAxleOnB=38830313, rearAxleOnB=38830464, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38860309, rearAxleOnA=38860467, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38868806, rearAxleOnA=38868967, frontAxleOnB=38868809, rearAxleOnB=38868970, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38871635, rearAxleOnA=38871779, frontAxleOnB=38871638, rearAxleOnB=38871782, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38946042, rearAxleOnA=38946169, frontAxleOnB=38946045, rearAxleOnB=38946171, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38950639, rearAxleOnA=38950771, frontAxleOnB=38950642, rearAxleOnB=38950774, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38979883, rearAxleOnA=38980019, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38989657, rearAxleOnA=38989835, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38994018, rearAxleOnA=38994169, frontAxleOnB=38994021, rearAxleOnB=38994171, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38998277, rearAxleOnA=38998419, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=38998619, rearAxleOnA=38998734, frontAxleOnB=38998622, rearAxleOnB=38998737, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=39017169, rearAxleOnA=39017324, frontAxleOnB=39017172, rearAxleOnB=39017327, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=39022576, rearAxleOnA=39022721, frontAxleOnB=39022579, rearAxleOnB=39022724, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=39037476, rearAxleOnA=39037641, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=39109335, rearAxleOnA=39109510, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=39133746, rearAxleOnA=39133928, frontAxleOnB=39133750, rearAxleOnB=39133931, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=39150541, rearAxleOnA=39150703, frontAxleOnB=39150544, rearAxleOnB=39150706, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=39156130, rearAxleOnA=39156284, frontAxleOnB=39156133, rearAxleOnB=39156287, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=39173662, rearAxleOnA=39173781, frontAxleOnB=39173664, rearAxleOnB=39173783, direction=SOUTH_BOUND, day=TWO]
Vehicle [frontAxleOnA=39232621, rearAxleOnA=39232789, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=TWO]
